id,name,elements,sigelements,yeardiscovery,hmin,hmax,hardtype,specificgravity,strunz10ed1,strunz10ed2,strunz10ed3,strunz10ed4,dana8ed1,dana8ed2,dana8ed3,dana8ed4
3435,Rodalquilarite,-Cl-Fe-Te-O-H-,-Cl-Fe-Te-O-H-,1967,2.0,3.0,0,,4,J,L,05,34,6,2,1
3436,Roeblingite,-Ca-Mn-Pb-Si-O-S-H-,-Ca-Mn-Pb-Si-O-S-H-,1897,3.0,3.0,0,,9,C,B,05,64,2,2,1
3437,Roedderite,-Mg-Na-Si-O-K-,-Mg-Na-Si-O-K-,1966,5.0,6.0,0,,9,C,M,05,63,2,1a,14
3438,Roggianite,-Al-Be-Ca-Si-O-H-,-Al-Be-Ca-Si-O-H-,1969,0.0,0.0,0,,9,G,B,20,77,1,7,4
3439,Rohaite,-Cu-Pb-Sb-Tl-K-S-,-Cu-Sb-Tl-S-,1978,3.0,3.5,1,,2,B,D,35,3,7,16,1
3440,Rokühnite,-Cl-Fe-O-H-,-Cl-Fe-O-H-,,0.0,0.0,0,,3,B,B,10,9,2,4,1
3441,Romanèchite,-Ba-Mn-O-H-,-Ba-Mn-O-,,5.0,6.0,0,,4,D,K,10,7,9,2,1
3442,Romarchite,-Sn-O-,-Sn-O-,1971,4.0,4.0,0,,4,A,C,20,4,2,5,1
3444,Rooseveltite,-As-Bi-O-,-As-Bi-O-,1946,4.0,4.5,0,,8,A,D,50,38,4,4,1
3445,Roquesite,-Cu-In-S-,-Cu-In-S-,,3.5,4.0,0,,2,C,B,10a,2,9,1,4
3446,Rorisite,-Ca-Cl-F-,-Ca-Cl-F-,1990,2.0,2.0,0,,3,D,C,25,9,2,11,2
3447,Rosasite,-Cu-Zn-O-C-H-,-Cu-O-C-H-,1908,4.5,4.5,0,4.0-4.2,5,B,A,10,16a,3,1,2
3448,Roscherite,-Be-Ca-Mn-O-P-H-,-Be-Ca-Mn-O-P-H-,1914,4.5,4.5,0,,8,D,A,10,42,7,7,1
3449,Roscoelite,-Al-Si-O-K-H-V-,-Al-Si-O-K-H-V-,1876,2.5,2.5,0,,9,E,C,15,71,2,2a,4
3450,Roselite,-As-Ca-Co-O-H-,-As-Ca-Co-O-H-,1824,3.5,3.5,0,,8,C,G,10,40,2,3,1
3451,Anorthoroselite,-As-Ca-Co-O-H-,-As-Ca-Co-O-H-,,3.5,4.0,0,3.71,8,C,G,05,40,2,2,7
3452,Rosemaryite,-Al-Ca-Fe-Mg-Mn-Na-O-P-,-Al-Fe-Mn-Na-O-P-,1979,4.0,4.5,0,,8,A,C,15,38,2,4,3
3453,Rosenbergite,-Al-O-F-H-,-Al-O-F-H-,1992,3.0,3.5,3,,3,C,D,05,9,3,6,1
3454,Rosenbuschite,-Ca-Na-Si-Ti-Zr-O-F-,-Ca-Na-Si-Ti-Zr-O-F-,1887,5.0,6.0,0,,9,B,E,22,56,2,4,8
3455,Rosenhahnite,-Ca-Si-O-H-,-Ca-Si-O-H-,1962,4.5,5.0,0,,9,B,J,10,57,1,4,1
3457,Roshchinite,-Ag-Pb-Sb-S-,-Ag-Pb-Sb-S-,1990,2.5,3.5,0,,2,J,B,40a,3,4,15,7
3458,Rosickýite,-S-,-S-,1930,2.0,3.0,0,,1,C,C,05,1,3,5,2
3459,Rosièresite,-Al-Cu-Pb-O-P-H-,-Pb-,,3.0,3.5,0,2.2,8,D,F,10,42,13,7,1
3460,Rossite,-Ca-O-H-V-,-Ca-O-H-V-,1926,2.0,3.0,0,,4,H,D,05,47,1,1,1
3461,Rostite,-Al-O-S-H-,-Al-O-S-H-,,0.0,0.0,0,,7,D,B,10,31,9,11,2
3462,Roubaultite,-Cu-O-C-H-U-,-Cu-O-C-H-U-,1970,3.0,3.0,0,,5,E,A,25,16b,7,13,1
3463,Rouseite,-As-Mn-Pb-O-H-,-As-Mn-Pb-O-H-,1984,3.0,3.0,0,,4,J,C,15,45,1,2,2
3464,Routhierite,-Ag-As-Cu-Hg-Sb-Tl-Zn-S-,-As-Cu-Hg-Tl-S-,1974,3.5,3.5,0,,2,G,A,40,3,4,11,1
3465,Rouvilleite,-Ca-Mn-Na-O-C-F-,-Ca-Mn-Na-O-C-F-,1991,3.0,3.0,0,,5,B,C,10,16a,5,5,1
3466,Roweite,-Ca-Mn-B-O-H-,-Ca-Mn-B-O-H-,1937,4.5,5.0,0,,6,D,A,25,25,4,1,1
3467,Rowlandite-(Y),-Ce-Fe-Si-O-F-Y-,-Fe-Si-O-F-Y-,,5.5,6.5,0,,9,H,G,20,55,2,1b,1
3468,Roxbyite,-Cu-S-,-Cu-S-,1986,2.5,3.0,0,,2,B,A,05,2,4,7,4
3469,Rozenite,-Fe-O-S-H-,-Fe-O-S-H-,1960,2.0,3.0,0,,7,C,B,15,29,6,6,1
3470,Rösslerite,-As-Mg-O-H-,-As-Mg-O-H-,,2.0,3.0,0,1.9,8,C,E,20,39,1,9,1
3471,Ruarsite,-As-Os-Ru-S-,-As-Ru-S-,1979,6.0,7.0,0,,2,E,B,20,2,12,4,4
3474,Rucklidgeite,-Bi-Pb-Te-,-Bi-Pb-Te-,1975,2.5,2.5,0,,2,G,C,40c,2,6,2,7
3475,Ruitenbergite,-Ca-Cl-B-O-H-,-Ca-Cl-B-O-H-,1993,3.0,4.0,0,,6,G,D,05,26,5,17,2
3476,Ruizite,-Ca-Mn-Si-O-H-,-Ca-Mn-Si-O-H-,1977,5.0,5.0,0,,9,B,J,35,57,2,2,1
3477,Rusakovite,-Al-Fe-O-P-H-V-,-Fe-O-H-V-,1960,1.5,2.0,0,,8,D,F,15,42,3,1,1
3478,Russellite,-Bi-O-W-,-Bi-O-W-,1938,3.5,3.5,0,7.3,4,D,E,15,48,2,1,1
3479,Rustenburgite,-Pd-Pt-Sn-,-Pt-Sn-,1975,5.0,5.0,0,,1,A,G,10,1,2,5,2
3480,Rustumite,-Ca-Cl-Si-O-H-,-Ca-Cl-Si-O-H-,1965,0.0,0.0,0,,9,B,G,30,58,2,5,1
3481,Ruthenarsenite,-As-Ni-Ru-,-As-Ru-,1974,6.0,6.5,0,,2,C,C,15,2,8,17,1
3482,Rutheniridosmine,-Ir-Os-Ru-,-Ir-,1936,6.0,7.0,0,,1,A,F,05,1,2,2,3
3483,Ruthenium,-Ir-Ru-,-Ru-,1974,6.5,6.5,0,12.2,1,A,F,05,1,2,2,2
3484,Rutherfordine,-O-C-U-,-O-C-U-,1906,0.0,0.0,0,4.82,5,E,B,05,14,1,4,1
3486,Rutile,-Ti-O-,-Ti-O-,1803,6.0,6.5,0,4.25,4,D,B,05,4,4,1,1
10316,Lisitsynite,-Si-B-O-K-,-Si-B-O-K-,,6.0,6.0,0,2.74,9,F,A,25,0,0,0,0
3488,Rynersonite,-Ca-Ta-O-,-Ca-Ta-O-,1974,4.5,4.5,0,6.40,4,D,F,05,8,3,7,2
3489,Retgersite,-Ni-O-S-H-,-Ni-O-S-H-,1948,2.5,2.5,0,2.1,7,C,B,30,29,6,9,1
3492,Sabatierite,-Cu-Se-Tl-,-Cu-Se-Tl-,1976,2.5,2.5,0,,2,B,D,45,2,4,12,2
3493,Sabelliite,-As-Cu-Sb-Zn-O-H-,-As-Cu-Zn-O-H-,,4.5,4.5,0,,8,B,E,65,0,0,0,0
3494,Sabieite,-Fe-N-O-S-H-,-Fe-N-O-S-H-,1983,2.0,2.0,0,,7,A,C,20,28,3,5,1
3495,Sabinaite,-Na-Ti-Zr-O-C-,-Na-Ti-Zr-O-C-,1980,0.0,0.0,0,,5,B,B,20,16a,5,4,1
3496,Sabugalite,-Al-O-P-H-U-,-Al-O-P-H-U-,1951,2.5,2.5,0,,8,E,B,55,40,2a,24,1
3498,Sacrofanite,-Al-Ca-Cl-Na-Si-O-K-F-S-H-,-Al-Ca-Cl-Na-Si-O-K-F-S-H-,1979,5.5,6.0,0,,9,F,B,05,76,2,5,13
3499,Sadanagaite,-Al-Ca-Mg-Na-Si-O-H-,-Al-Ca-Mg-Na-Si-O-H-,1984,6.0,6.0,0,,9,D,E,15,0,0,0,0
3500,Safflorite,-As-Co-Fe-Ni-,-As-Co-,1817,4.5,5.0,0,,2,E,B,15a,2,12,2,11
3501,Sahamalite-(Ce),-Ce-Fe-La-Mg-Nd-O-C-,-Ce-Mg-O-C-,,0.0,0.0,0,,5,A,D,05,14,4,2,1
3502,Sahlinite,-As-Cl-Pb-O-,-As-Cl-Pb-O-,1934,2.0,3.0,0,,8,B,O,20,41,1,4,1
3503,Sainfeldite,-As-Ca-O-H-,-As-Ca-O-H-,1964,4.0,4.0,0,3.0,8,C,J,,39,2,1,2
3504,Sakhaite,-Ca-Cl-Mg-B-O-C-H-,-Ca-Mg-B-O-C-H-,1965,5.0,5.0,0,,6,A,B,65,27,1,4,1
3506,Sakuraiite,-Cu-Fe-In-Sn-Zn-S-,-Cu-In-S-,1965,4.0,4.0,0,,2,C,B,05b,2,9,2,5
3507,Salammoniac,-Cl-N-H-,-Cl-N-H-,,1.0,2.0,0,1.53,3,A,A,25,9,1,3,1
3508,Saléeite,-Mg-O-P-H-U-,-Mg-O-P-H-U-,1932,2.0,3.0,0,3.27,8,E,B,05,40,2a,11,1
3509,Salesite,-Cu-O-H-I-,-Cu-O-H-I-,1939,3.0,3.0,0,4.8,4,K,B,05,22,1,1,1
3510,Saliotite,-Al-Li-Na-Si-O-H-,-Al-Li-Si-O-H-,1994,2.0,3.0,0,,9,E,C,60,71,4,2,3
3512,Samarskite-(Y),-Fe-Nb-O-Y-,-Fe-Nb-O-Y-,,5.0,6.0,0,,4,D,B,25,8,1,11,1
3513,Samfowlerite,-Be-Ca-Mn-Si-Zn-O-H-,-Be-Ca-Mn-Si-Zn-O-H-,1991,2.5,3.0,0,,9,B,F,10,58,2,7,1
3515,Sampleite,-Ca-Cl-Cu-Na-O-P-H-,-Ca-Cl-Cu-Na-O-P-H-,1942,4.0,4.0,0,,8,D,G,05,42,9,4,1
3516,Samsonite,-Ag-Mn-Sb-S-,-Ag-Mn-Sb-S-,1910,2.5,2.5,0,,2,G,A,15,3,4,12,1
3517,Samuelsonite,-Al-Ba-Ca-Fe-Mn-O-P-H-,-Al-Ca-Fe-Mn-O-P-H-,,5.0,5.0,0,,8,B,F,10,41,10,8,1
3518,Sanbornite,-Ba-Si-O-,-Ba-Si-O-,1932,5.0,5.0,0,,9,E,F,10,74,3,4,1
3519,Sanderite,-Mg-O-S-H-,-Mg-O-S-H-,1952,0.0,0.0,0,,7,C,B,07,0,0,0,0
3520,Saneroite,-Mn-Na-Si-O-H-V-,-Mn-Na-Si-O-H-V-,1979,6.0,7.0,0,,9,D,K,15,69,2,2,1
3521,Sanidine,-Al-Si-O-K-,-Al-Si-O-K-,1808,6.0,6.0,0,2.52,9,F,A,30,76,1,1,2
3522,Sanjuanite,-Al-O-P-S-H-,-Al-O-P-S-H-,1966,3.0,3.0,0,,8,D,B,30,43,5,1,3
3523,Sanmartinite,-Fe-Zn-O-W-,-Zn-O-W-,1948,4.0,4.5,0,,4,D,B,30,48,1,1,3
3524,Santaclaraite,-Ca-Mn-Si-O-H-,-Ca-Mn-Si-O-H-,1975,6.5,6.5,0,,9,D,K,10,65,4,2,1
3525,Santafeite,-Al-Ca-Fe-Mg-Mn-Na-Sr-O-H-V-,-Mn-Na-O-H-V-,1957,0.0,0.0,0,,8,D,M,40,42,9,7,1
3526,Santanaite,-Cr-Pb-O-,-Cr-Pb-O-,,4.0,4.0,0,,7,F,B,10,35,4,1,1
3527,Santite,-B-O-K-H-,-B-O-K-H-,1970,0.0,0.0,0,,6,E,A,10,26,5,2,1
3528,Saponite,-Al-Ca-Fe-Mg-Si-O-H-,-Ca-Mg-Si-O-H-,1840,1.5,2.0,0,,9,E,C,45,71,3,1b,2
3531,Sapphirine,-Al-Mg-Si-O-,-Al-Mg-Si-O-,1809,7.5,7.5,0,,9,D,H,45,69,2,1b,1
3532,Sarabauite,-Ca-Sb-O-S-,-Ca-Sb-O-S-,1976,4.0,4.0,0,4.8,2,M,A,10,2,13,2,1
3533,Sarcolite,-Al-Ca-Cl-Na-Si-O-P-C-H-,-Al-Ca-Na-Si-O-C-H-,1807,6.0,6.0,0,,9,E,H,15,76,3,2,1
3534,Sarcopside,-Fe-Mg-Mn-O-P-,-Fe-O-P-,1868,4.0,4.0,0,,8,A,B,15,38,3,1,1
3535,Sarkinite,-As-Mn-O-H-,-As-Mn-O-H-,1885,4.0,5.0,0,,8,B,B,15,41,6,3,3
3536,Sarmientite,-As-Fe-O-S-H-,-As-Fe-O-S-H-,1941,0.0,0.0,0,,8,D,B,35,43,5,1,1
3537,Sartorite,-As-Pb-S-,-As-Pb-S-,1868,3.0,3.0,0,,2,H,C,05a,3,7,8,1
3538,Saryarkite-(Y),-Al-Ca-Si-Th-O-P-S-H-Y-,-Al-Ca-Si-O-P-H-Y-,,3.5,4.0,0,,8,D,O,25,53,2,1,1
3539,Sasaite,-Al-Fe-O-P-S-H-,-Al-O-P-S-H-,1977,0.0,0.0,0,,8,D,B,55,43,5,4,1
3540,Sassolite,-B-O-H-,-B-O-H-,1800,1.0,1.0,0,1.48,6,A,A,05,24,3,1,1
3541,Satimolite,-Al-Cl-Mg-Na-B-O-K-H-,-Al-Cl-Mg-Na-B-O-K-H-,1967,1.0,2.0,0,,6,H,0,15,26,7,4,1
3542,Satpaevite,-Al-O-H-V-,-Al-O-H-V-,1959,1.5,1.5,0,,4,H,G,65,47,4,1,1
3543,Satterlyite,-Fe-Mg-O-P-H-,-Fe-O-P-H-,1976,4.5,5.0,0,,8,B,B,20,41,6,4,1
3544,Sauconite,-Al-Na-Si-Zn-O-H-,-Na-Si-Zn-O-H-,1875,1.0,2.0,0,,9,E,C,45,71,3,1b,3
3545,Sayrite,-Pb-O-H-U-,-Pb-O-H-U-,1983,0.0,0.0,0,,4,G,B,50,5,9,6,1
3546,Sazhinite-(Ce),-Ce-Na-Si-O-H-,-Ce-Na-Si-O-H-,,2.0,3.0,0,,9,E,A,30,72,2,1,3
3547,Sazykinaite-(Y),-Na-Si-Zr-O-H-Y-,-Na-Si-Zr-O-H-Y-,,5.0,5.0,0,,9,D,M,10,59,2,3,3
3548,Sborgite,-Na-B-O-H-,-Na-B-O-H-,1957,0.0,0.0,0,,6,E,A,05,26,5,1,1
3549,Scacchite,-Cl-Mn-,-Cl-Mn-,1869,0.0,0.0,0,,3,A,B,20,9,2,3,2
3551,Scarbroite,-Al-O-C-H-,-Al-O-C-H-,1829,0.0,0.0,0,2.21,5,D,A,35,16b,7,8,1
3552,Scawtite,-Ca-Si-O-C-H-,-Ca-Si-O-C-H-,1929,4.5,5.0,0,,9,C,K,15,64,2,1,1
3553,Schachnerite,-Ag-Hg-,-Ag-Hg-,1972,3.5,3.5,0,,1,A,D,15a,1,1,8,2
3554,Schafarzikite,-Fe-Sb-O-,-Fe-Sb-O-,1921,3.5,3.5,3,,4,J,A,20,45,1,6,1
3555,Schairerite,-Cl-Na-O-F-S-,-Cl-Na-O-F-S-,1931,3.5,3.5,0,,7,B,D,10,30,1,9,1
3557,Schallerite,-As-Mn-Si-O-H-,-As-Mn-Si-O-H-,1924,4.5,5.0,0,,9,E,E,15,72,4,1a,3
3558,Schapbachite,-Ag-Bi-Pb-S-,-Ag-Bi-Pb-S-,2004,2.5,4.0,0,7.02,2,J,A,15,0,0,0,0
3559,Schaurteite,-Ca-Ge-O-S-H-,-Ca-Ge-O-S-H-,1965,2.5,2.5,0,,7,D,F,25,31,7,6,2
3560,Scheelite,-Ca-O-W-,-Ca-O-W-,1821,4.5,5.0,0,6.10,7,G,A,05,48,1,2,1
3564,Schertelite,-Mg-N-O-P-H-,-Mg-N-O-P-H-,1902,0.0,0.0,0,,8,C,H,30,39,3,2,1
3566,Schieffelinite,-Pb-Te-O-S-H-,-Pb-Te-O-S-H-,1979,2.0,2.0,0,,7,C,D,55,33,3,1,1
3568,Schlossmacherite,-Al-O-S-H-,-Al-O-S-H-,1980,3.0,4.0,0,,7,B,C,10,30,2,4,3
3569,Schmiederite,-Cu-Pb-Se-O-H-,-Cu-Pb-Se-O-H-,1962,0.0,0.0,0,,7,B,C,65,33,1,1,1
3570,Schmitterite,-Te-O-U-,-Te-O-U-,1971,1.0,1.0,0,,4,J,K,70,34,1,6,1
3571,Schneiderhöhnite,-As-Fe-O-,-As-Fe-O-,1973,3.0,3.0,0,,4,J,A,35,45,1,12,1
3572,Schoderite,-Al-O-P-H-V-,-Al-O-P-H-V-,1960,2.0,2.0,0,,8,C,E,70,43,3,1,1
3573,Schoenfliesite,-Mg-Sn-O-H-,-Mg-Sn-O-H-,1968,4.0,4.5,0,,4,F,C,10,6,3,6,2
3574,Schoepite,-O-H-U-,-O-H-U-,1923,2.5,2.5,0,,4,G,A,05,5,2,1,3
3576,Scholzite,-Ca-Zn-O-P-H-,-Ca-Zn-O-P-H-,1948,3.0,3.5,0,3.1,8,C,A,45,40,2,6,1
3577,Schoonerite,-Fe-Mn-Zn-O-P-H-,-Fe-Mn-Zn-O-P-H-,,4.0,4.0,2,,8,D,B,15,42,8,3,1
3578,Schorl,-Al-Fe-Na-Si-B-O-H-,-Al-Fe-Na-Si-B-O-H-,1505,7.0,7.0,0,3.30(calc.) 3.13(meas.),9,C,K,05,61,3,1,10
3579,Schorlomite,-Ca-Fe-Si-Ti-O-,-Ca-Fe-Si-Ti-O-,1846,7.0,7.5,0,3.761,9,A,D,25,51,4,3c,1
39963,Thermessaite-(NH4),-Al-N-O-F-S-H-,-Al-N-O-F-S-H-,,0.0,0.0,0,,3,C,G,25,,,,
3582,Schreibersite,-Fe-Ni-P-,-Fe-P-,1847,6.5,7.0,0,,1,B,D,05,1,1,21,2
3583,Schreyerite,-Ti-O-V-,-Ti-O-V-,1976,7.0,7.0,0,,4,C,B,35,8,4,1,1
3584,Schröckingerite,-Ca-Na-O-C-F-S-H-U-,-Ca-Na-O-C-F-S-H-U-,,2.5,2.5,0,2.5,5,E,G,05,17,1,5,1
3586,Schubnelite,-Fe-O-H-V-,-Fe-O-H-V-,1970,0.0,0.0,0,,8,C,B,35,47,3,3,1
3587,Schuetteite,-Hg-O-S-,-Hg-O-S-,1959,3.0,3.0,0,,7,B,B,40,30,1,13,1
3588,Schuilingite-(Nd),-Cu-Gd-Nd-Pb-Sm-O-C-H-Y-,-Cu-Nd-Pb-O-C-H-,,3.0,4.0,0,,5,D,B,20,16b,1,4,1
3589,Schulenbergite,-Cu-Zn-O-S-H-,-Cu-O-S-H-,1984,2.0,2.0,0,3.28,7,D,D,80,31,1,6,1
3590,Schultenite,-As-Pb-O-H-,-As-Pb-O-H-,1926,2.5,2.5,0,,8,A,D,30,37,1,2,1
3591,Schumacherite,-Bi-O-H-V-,-Bi-O-H-V-,1983,3.0,3.0,0,,8,B,O,10,41,10,9,2
3592,Schwartzembergite,-Cl-Pb-O-H-I-,-Cl-Pb-O-H-I-,1868,2.5,2.5,0,,4,K,B,10,22,1,3,1
3593,Sclarite,-Zn-O-C-H-,-Zn-O-C-H-,1988,3.0,4.0,0,,5,B,A,30,16a,5,3,2
3594,Scolecite,-Al-Ca-Si-O-H-,-Al-Ca-Si-O-H-,1813,5.0,5.5,0,,9,G,A,05,77,1,5,5
3595,Scorodite,-As-Fe-O-H-,-As-Fe-O-H-,1818,3.5,4.0,0,3.1-3.3,8,C,D,10,40,4,1,3
3596,Scorzalite,-Al-Fe-O-P-H-,-Al-Fe-O-P-H-,1947,6.0,6.0,0,,8,B,B,40,41,10,1,2
3597,Scotlandite,-Pb-O-S-,-Pb-O-S-,1978,2.0,2.0,0,6.37,4,J,E,20,34,1,1,2
3598,Scrutinyite,-Pb-O-,-Pb-O-,1988,0.0,0.0,0,,4,D,B,20,4,4,6,2
3599,Seamanite,-Mn-B-O-P-H-,-Mn-B-O-P-H-,1930,4.0,4.0,0,3.1,6,A,C,65,43,4,5,1
3600,Searlesite,-Na-Si-B-O-H-,-Na-Si-B-O-H-,1914,3.5,3.5,0,,9,E,F,15,71,3,5,4
3601,Sederholmite,-Ni-Se-,-Ni-Se-,1964,2.5,3.0,0,,2,C,C,05,2,8,11,3
3602,Sedovite,-Mo-O-U-,-Mo-O-U-,1965,3.0,3.0,0,,7,H,A,05,48,4,1,1
3603,Seeligerite,-Cl-Pb-O-I-,-Cl-Pb-O-I-,,0.0,0.0,0,,4,K,B,15,22,1,2,1
3604,Seelite,-As-Mg-O-H-U-,-As-Mg-O-H-U-,1993,3.0,3.0,0,,4,J,D,10,46,2,9,1
3605,Segelerite,-Ca-Fe-Mg-O-P-H-,-Ca-Fe-Mg-O-P-H-,,4.0,4.0,3,,8,D,H,20,42,11,1,2
3606,Segnitite,-As-Fe-Pb-O-H-,-As-Fe-Pb-O-H-,1991,4.0,4.0,0,,8,B,L,10,42,7,4,4
3607,Seidozerite,-Mn-Na-Si-Ti-Zr-O-F-,-Mn-Na-Si-Ti-Zr-O-F-,1958,4.0,5.0,0,,9,B,E,25,56,2,6a,1
3608,Seinäjokite,-As-Fe-Ni-Sb-,-Fe-Sb-,,5.0,5.0,0,,2,E,B,15b,2,12,2,10
3609,Sekaninaite,-Al-Fe-Mg-Si-O-,-Al-Fe-Si-O-,1968,7.0,7.5,0,,9,C,J,10,61,2,1,2
3611,Selenium,-Se-,-Se-,1934,2.0,2.0,0,4.80,1,C,C,10,1,3,4,1
3612,Selenostephanite,-Ag-Sb-Se-,-Ag-Sb-Se-,1985,2.5,3.0,0,,2,G,B,10,3,2,4,2
3613,Seligmannite,-As-Cu-Pb-S-,-As-Cu-Pb-S-,1901,3.0,3.0,3,,2,G,A,50,3,4,3,1
3614,Sellaite,-Mg-F-,-Mg-F-,1868,5.0,5.5,0,,3,A,B,15,9,2,2,1
3615,Semenovite-(Ce),-Be-Ca-Ce-Fe-Na-Si-O-F-H-,-Be-Ca-Ce-Fe-Na-Si-O-F-H-,,3.5,4.0,0,,9,D,N,10,72,5,2,4
3616,Semseyite,-Pb-Sb-S-,-Pb-Sb-S-,1881,2.5,2.5,0,6,2,H,C,10d,3,6,20,4
3617,Senaite,-Cr-Fe-Mn-Pb-Ti-Zn-O-H-U-V-Y-,-Fe-Mn-Pb-Ti-O-,1898,6.0,6.5,0,,4,C,C,40,8,5,1,4
3618,Senarmontite,-Sb-O-,-Sb-O-,1851,2.0,2.5,0,,4,C,B,50,4,3,9,2
3619,Senegalite,-Al-O-P-H-,-Al-O-P-H-,1975,5.5,5.5,0,,8,D,E,05,42,6,7,1
3620,Sengierite,-Cu-O-H-U-V-,-Cu-O-H-U-V-,1949,2.5,2.5,0,,4,H,B,10,42,6,10,1
3621,Sepiolite,-Mg-Si-O-H-,-Mg-Si-O-H-,1847,2.0,2.0,0,,9,E,E,25,74,3,1b,1
3622,Serandite,-Mn-Na-Si-O-H-,-Mn-Na-Si-O-H-,1931,5.0,5.5,0,,9,D,G,05,65,2,1,5
3623,Serendibite,-Al-Ca-Mg-Si-B-O-,-Al-Ca-Mg-Si-B-O-,1902,6.5,7.0,0,,9,D,H,40,69,2,1a,6
3624,Sergeevite,-Ca-Mg-O-C-H-,-Ca-Mg-O-C-H-,,3.5,3.5,0,,5,D,B,25,13,1,7,1
3625,Serpierite,-Ca-Cu-Zn-O-S-H-,-Ca-Cu-O-S-H-,1881,2.0,2.0,3,3.07,7,D,D,30,31,6,2,1
3626,Shabaite-(Nd),-Ca-Nd-Sm-O-C-H-U-Y-,-Ca-Nd-O-C-H-U-,,2.5,2.5,0,,5,E,E,10,16b,1,5,1
3627,Shabynite,-Cl-Mg-B-O-H-,-Cl-Mg-B-O-H-,1979,3.0,3.0,0,,6,A,B,55,26,1,3,1
3628,Shadlunite,-Cd-Cu-Fe-Pb-S-,-Fe-Pb-S-,1973,4.0,4.0,0,,2,B,B,15,2,7,1,4
3629,Shafranovskite,-Fe-Mn-Na-Si-O-K-H-,-Mn-Na-Si-O-K-H-,1982,2.0,3.0,0,,9,E,E,65,78,3,2,1
3630,Shakhovite,-Hg-Sb-O-H-,-Hg-Sb-O-H-,,3.0,3.5,0,,4,F,B,05,44,3,8,1
3631,Shandite,-Ni-Pb-S-,-Ni-Pb-S-,1950,4.0,4.0,0,,2,B,E,15,2,3,5,1
3632,Shannonite,-Pb-O-C-,-Pb-O-C-,1995,3.0,3.5,0,,5,B,E,05,0,0,0,0
3633,Sharpite,-Ca-O-C-H-U-,-Ca-O-C-H-U-,1935,2.5,3.0,0,3.3,5,E,A,35,16b,7,10,1
3634,Shattuckite,-Cu-Si-O-H-,-Cu-Si-O-H-,1915,3.5,3.5,0,4.11,9,D,B,40,65,1,7,1
3635,Shcherbakovite,-Ba-Na-Nb-Si-Ti-O-K-,-Na-Si-Ti-O-K-,1954,6.5,6.5,0,,9,D,H,20,65,3,4,2
3636,Shcherbinaite,-O-V-,-O-V-,1972,3.0,3.5,0,,4,H,E,10,4,6,1,1
3637,Sherwoodite,-Al-Ca-O-H-V-,-Al-Ca-O-H-V-,1958,2.0,2.0,0,,4,H,C,15,47,2,4,1
3638,Shigaite,-Al-Mn-Na-O-S-H-,-Al-Mn-Na-O-S-H-,1985,2.0,2.0,0,,7,D,D,35,31,1,2,1
3639,Shomiokite-(Y),-Na-O-C-H-Y-,-Na-O-C-H-Y-,,2.0,3.0,0,,5,C,C,20,15,4,7,1
3640,Shortite,-Ca-Na-O-C-,-Ca-Na-O-C-,1939,3.0,3.0,0,,5,A,C,25,14,4,1,1
3641,Shubnikovite,-As-Ca-Cl-Cu-O-H-,-As-Ca-Cl-Cu-O-H-,1953,2.0,2.0,0,,8,D,G,05,42,8,8,1
3642,Shuiskite-(Mg),-Ca-Cr-Mg-Si-O-H-,-Ca-Cr-Mg-Si-O-H-,1980,6.0,6.0,0,,9,B,G,20,58,2,2,9
46790,Dachiardite-K,-Al-Si-O-K-H-,-Al-Si-O-K-H-,,4.0,4.0,0,,9,G,0,,0,0,0,0
3643,Siderotil,-Fe-O-S-H-,-Fe-O-S-H-,,2.5,2.5,0,,7,C,B,20,29,6,7,2
3644,Sibirskite,-Ca-B-O-H-,-Ca-B-O-H-,1962,0.0,0.0,0,,6,B,C,20,25,2,2,1
3646,Siderazot,-Fe-N-,-Fe-N-,1876,0.0,0.0,0,3.15,1,B,C,10,1,1,18,1
3647,Siderite,-Fe-O-C-,-Fe-O-C-,,3.5,4.5,3,3.9,5,A,B,05,14,1,1,3
3650,Sideronatrite,-Fe-Na-O-S-H-,-Fe-Na-O-S-H-,1878,1.5,2.0,0,,7,D,F,20,31,8,3,1
3651,Siderophyllite,-Al-Fe-Si-O-K-H-,-Al-Fe-Si-O-K-H-,1880,2.5,3.0,0,,9,E,C,20,71,2,2b,5
3653,Sidorenkite,-Mn-Na-O-P-C-,-Mn-Na-O-P-C-,1979,2.0,2.0,0,,5,B,F,10,43,2,1,2
3654,Sidwillite,-Mo-O-H-,-Mo-O-H-,1983,2.5,2.5,0,,4,F,J,05,4,5,6,1
3655,Siegenite,-Co-Ni-S-,-Co-Ni-S-,1850,4.5,5.5,0,,2,D,A,05,2,10,1,6
3656,Sieleckiite,-Al-Cu-O-P-H-,-Al-Cu-O-P-H-,1987,3.0,3.0,0,,8,D,F,25,42,13,12,1
3657,Sigloite,-Al-Fe-O-P-H-,-Al-Fe-O-P-H-,1962,3.0,3.0,0,,8,D,C,30,42,11,14,3
3658,Silhydrite,-Si-O-H-,-Si-O-H-,1970,1.0,1.0,0,,4,F,M,30,75,2,4,1
3659,Silicon,-Si-,-Si-,,7.0,7.0,0,,1,C,B,15,1,3,7,1
3661,Silinaite,-Li-Na-Si-O-H-,-Li-Na-Si-O-H-,1990,4.5,4.5,0,,9,E,F,20,74,3,5,3
