id,name,elements,sigelements,yeardiscovery,hmin,hmax,hardtype,specificgravity,strunz10ed1,strunz10ed2,strunz10ed3,strunz10ed4,dana8ed1,dana8ed2,dana8ed3,dana8ed4
432,Austinite,-As-Ca-Zn-O-H-,-As-Ca-Zn-O-H-,1935,4.0,4.5,0,4.32(calc.)_ 4.13(meas.),8,B,H,35,41,5,1,3
433,Autunite,-Ca-O-P-H-U-,-Ca-O-P-H-U-,1852,2.0,2.5,0,3.1,8,E,B,05,40,2a,1,1
437,Avicennite,-Tl-O-,-Tl-O-,1958,1.5,2.5,0,,4,C,B,10,4,3,8,1
438,Avogadrite,-B-K-F-,-B-K-F-,1926,0.0,0.0,0,2.505,3,C,A,10,11,2,2,1
439,Awaruite,-Fe-Ni-,-Fe-Ni-,1885,5.0,5.0,0,8.0,1,A,E,20,1,1,11,4
442,Azoproite,-Fe-Mg-Ti-B-O-,-Fe-Mg-B-O-,1970,5.5,5.5,0,3.63,6,A,B,30,24,2,1,3
447,Azurite,-Cu-O-C-H-,-Cu-O-C-H-,1824,3.5,4.0,3,3.83,5,B,A,05,16a,2,1,1
9294,Decrespignyite-(Y),-Cl-Cu-O-C-H-Y-,-Cl-Cu-O-C-H-Y-,,4.0,4.0,0,,5,C,C,35,16a,1,11,1
451,Augelite,-Al-O-P-H-,-Al-O-P-H-,1868,4.5,5.0,0,2.7,8,B,E,05,41,6,8,1
452,Almandine,-Al-Fe-Si-O-,-Al-Fe-Si-O-,,7.0,7.5,0,"4.09 - 4.31, Average = 4.19",9,A,D,25,51,4,3a,2
453,Ashoverite,-Zn-O-H-,-Zn-O-H-,1988,0.0,0.0,0,3.3,4,F,A,10,6,2,11,1
456,Anandite,-Al-Ba-Fe-Mg-Si-O-K-S-H-,-Ba-Fe-Si-O-S-,1967,3.0,4.0,0,,9,E,C,35,71,2,2c,4
462,Barytolamprophyllite,-Ba-Fe-Na-Si-Ti-O-F-H-,-Ba-Na-Si-Ti-O-H-,1965,2.0,3.0,0,3.64,9,B,E,25,56,2,6c,1
466,Barytocalcite,-Ba-Ca-O-C-,-Ba-Ca-O-C-,1824,4.0,4.0,0,3.689,5,A,B,45,14,2,6,1
472,Bariopharmacosiderite,-As-Ba-Fe-O-H-,-As-Ba-Fe-O-H-,,2.5,2.5,2,,8,D,K,10,42,8,1a,3
476,Babefphite,-Ba-Be-O-P-F-H-,-Ba-Be-O-P-F-,1966,3.5,3.5,0,4.31,8,B,A,15,41,5,3,1
478,Babingtonite,-Ca-Fe-Mn-Si-O-H-,-Ca-Fe-Si-O-H-,1824,5.5,6.0,0,5.82,9,D,K,05,65,4,1,2
480,Baddeleyite,-Zr-O-,-Zr-O-,1892,6.5,6.5,0,5.82,4,D,E,35,4,4,14,1
56025,Sassite,-Ti-O-,-Ti-O-,,0.0,0.0,0,,4,C,B,,,,,
482,Bafertisite,-Ba-Fe-Si-Ti-O-F-H-,-Ba-Fe-Si-Ti-O-F-H-,1959,5.0,5.0,0,4.1,9,B,E,55,56,2,6b,1
483,Baghdadite,-Ca-Si-Zr-O-,-Ca-Si-Zr-O-,,6.0,6.0,0,3.46,9,B,E,17,56,2,4,1
484,Bahianite,-Al-Sb-O-H-,-Al-Sb-O-H-,1978,9.0,9.0,0,5.1,4,D,C,05,44,3,7,1
488,Baileychlore,-Al-Fe-Mg-Si-Zn-O-H-,-Si-Zn-O-H-,1988,2.5,3.0,0,3.18,9,E,C,55,71,4,1,6
492,Balangeroite,-Fe-Mg-Mn-Si-O-H-,-Mg-Si-O-H-,1983,0.0,0.0,0,2.98,9,D,H,35,65,3,2,1
495,Balipholite,-Al-Ba-Li-Mg-Si-O-H-,-Al-Ba-Li-Mg-Si-O-H-,1975,5.0,5.5,0,3.34,9,D,B,05,65,1,5,4
496,Balkanite,-Ag-Cu-Hg-S-,-Ag-Cu-Hg-S-,1973,3.5,3.5,0,6.32,2,B,D,15,2,16,7,1
501,Balyakinite,-Cu-Te-O-,-Cu-Te-O-,1980,3.5,3.5,0,5.6,4,J,K,15,34,1,3,1
502,Bambollaite,-Cu-Se-Te-,-Cu-Se-,1972,3.0,3.0,0,5.64,2,E,B,05b,2,12,9,1
504,Banalsite,-Al-Ba-Na-Si-O-,-Al-Ba-Na-Si-O-,1944,6.0,6.0,0,3.065,9,F,A,60,76,1,6,1
506,Bandylite,-Cl-Cu-B-O-H-,-Cl-Cu-B-O-H-,1938,2.5,2.5,0,2.81,6,A,C,35,25,1,4,2
508,Bannermanite,-Na-O-K-V-,-Na-O-V-,1983,0.0,0.0,0,3.5,4,H,F,05,47,3,5,1
509,Bannisterite,-Al-Ca-Fe-Mn-Na-Si-O-K-H-,-Ca-Mn-Si-O-H-,1967,4.0,4.0,0,2.83,9,E,G,75,74,1,1,4
510,Baotite,-Ba-Cl-Nb-Si-Ti-O-W-,-Ba-Cl-Si-Ti-O-,1959,6.0,6.0,0,4.42,9,C,E,15,60,1,2,1
511,Bararite,-Si-N-F-H-,-Si-N-F-H-,1951,2.5,2.5,0,2.152,3,C,H,10,11,5,2,2
512,Baratovite,-Ca-Li-Si-Ti-Zr-O-K-F-,-Ca-Li-Si-Ti-O-K-F-,1975,5.0,6.0,0,2.92,9,C,J,25,61,1,4,2
513,Barberiite,-N-B-F-H-,-N-B-F-H-,1994,1.0,1.0,0,,3,C,A,10,11,2,4,1
516,Barbosalite,-Fe-O-P-H-,-Fe-O-P-H-,1954,5.5,6.0,0,3.60,8,B,B,40,41,10,1,4
520,Barentsite,-Al-Na-O-C-F-H-,-Al-Na-O-C-F-H-,1983,3.0,3.0,0,2.56,5,B,B,05,13,1,8,1
522,Bariandite,-Al-O-H-V-,-Al-O-H-V-,,0.0,0.0,0,2.7,4,H,E,20,47,3,2,4
524,Barićite,-Fe-Mg-O-P-H-,-Mg-O-P-H-,,1.5,2.0,0,2.42,8,C,E,40,40,3,6,2
525,Bario-orthojoaquinite,-Ba-Fe-Si-Sr-Ti-O-H-,-Ba-Fe-Si-Ti-O-H-,1982,5.0,5.5,0,3.959,9,C,E,25,60,1,1b,3
533,Barnesite,-Ca-Na-O-H-V-,-Na-O-H-V-,,3.0,3.0,0,3.15,4,H,G,45,47,3,1,3
536,Barrerite,-Al-Na-Si-O-H-,-Al-Na-Si-O-H-,1974,3.0,4.0,0,2.13,9,G,E,15,77,1,4,5
537,Barringerite,-Fe-Ni-P-,-Fe-P-,,7.0,7.0,0,,1,B,D,10,1,1,21,1
539,Barroisite,-Al-Ca-Mg-Na-Si-O-H-,-Al-Ca-Mg-Na-Si-O-H-,1922,5.0,6.0,0,3.21(calc.); [nd for D(meas.)],9,D,E,20,0,0,0,0
540,Barstowite,-Cl-Pb-O-C-H-,-Cl-Pb-O-C-H-,,3.0,3.0,0,,3,D,C,95,12,1,7,1
541,Bartelkeite,-Fe-Ge-Pb-O-H-,-Fe-Ge-Pb-O-H-,,4.0,4.0,0,,9,J,0,10,7,6,2,1
544,Bartonite,-Fe-K-S-,-Fe-K-S-,1978,3.5,3.5,0,3.305,2,F,C,10,2,9,19,1
545,Barylite,-Ba-Be-Si-O-,-Ba-Be-Si-O-,1876,7.0,7.0,0,4.0,9,B,B,15,55,1,1,1
546,Barysilite,-Mn-Pb-Si-O-,-Mn-Pb-Si-O-,1888,3.0,3.0,0,6.72,9,B,C,20,55,2,3,1
549,Baryte,-Ba-O-S-,-Ba-O-S-,,3.0,3.0,3,4.50(calc.) 4.50(meas.),7,A,D,35,28,3,1,1
557,Bassanite,-Ca-O-S-H-,-Ca-O-S-H-,1910,0.0,0.0,0,2.70,7,C,D,45,29,6,1,1
558,Bassetite,-Fe-O-P-H-U-,-Fe-O-P-H-U-,1915,2.5,2.5,0,3.4,8,E,B,10,40,2a,16,1
560,Bastnäsite-(Ce),-Ce-O-C-F-,-Ce-O-C-F-,,4.0,4.5,0,4.9,5,B,D,20a,16a,1,1,1
561,Bastnäsite-(La),-La-O-C-F-,-La-O-C-F-,,4.0,5.0,0,,5,B,D,20a,16a,1,1,2
562,Bastnäsite-(Y),-O-C-F-Y-,-O-C-F-Y-,,4.0,4.5,0,4.0,5,B,D,20a,16a,1,1,3
568,Batisite,-Ba-Na-Si-Ti-O-,-Ba-Na-Si-Ti-O-,1959,5.5,6.0,0,3.432,9,D,H,20,65,3,4,1
571,Argentobaumhauerite,-Ag-As-Pb-S-,-Ag-As-Pb-S-,,3.0,3.0,0,,2,H,C,05b,0,0,0,0
572,Baumhauerite,-As-Pb-S-,-As-Pb-S-,1902,3.0,3.0,0,5.329,2,H,C,05b,3,6,13,1
574,Bauranoite,-Ba-O-H-U-,-Ba-O-H-U-,,5.0,5.0,0,5.3,4,G,B,20,5,4,2,2
577,Bavenite,-Al-Be-Ca-Si-O-H-,-Al-Be-Ca-Si-O-H-,1901,5.5,5.5,0,2.7,9,D,F,25,70,5,3,1
580,Bayerite,-Al-O-H-,-Al-O-H-,,0.0,0.0,0,,4,F,E,10,6,3,2,1
581,Bayldonite,-As-Cu-Pb-O-H-,-As-Cu-Pb-O-H-,1865,4.5,4.5,0,5.65,8,B,H,45,41,5,14,1
582,Bayleyite,-Mg-O-C-H-U-,-Mg-O-C-H-U-,1948,2.0,2.5,0,2.05,5,E,D,05,15,3,3,1
583,Baylissite,-Mg-O-C-K-H-,-Mg-O-C-K-H-,1976,2.0,3.0,0,2.06,5,C,B,45,15,2,4,1
584,Bazhenovite,-Ca-O-S-H-,-Ca-O-S-H-,,2.0,2.0,0,1.83,2,F,D,50,29,9,3,1
585,Bazirite,-Ba-Si-Zr-O-,-Ba-Si-Zr-O-,1975,6.0,6.5,0,,9,C,A,05,59,1,1,1
586,Bazzite,-Be-Sc-Si-O-,-Be-Sc-Si-O-,1915,6.5,7.0,3,2.819,9,C,J,05,61,1,1,2
589,Bearsite,-As-Be-O-H-,-As-Be-O-H-,1962,0.0,0.0,0,,8,D,A,05,42,6,1,2
590,Bearthite,-Al-Ca-O-P-H-,-Al-Ca-O-P-H-,1986,4.0,5.0,0,,8,B,G,05,41,10,4,2
591,Beaverite-(Cu),-Cu-Fe-Pb-O-S-H-,-Cu-Fe-Pb-O-S-H-,1911,3.5,4.5,0,4.36,7,B,C,10,30,2,5,7
593,Bechererite,-Cu-Si-Zn-O-S-H-,-Cu-Si-Zn-O-S-H-,,2.0,3.0,0,3.45,7,D,D,55,0,0,0,0
597,Becquerelite,-Ca-O-H-U-,-Ca-O-H-U-,,2.5,2.5,0,5.2,4,G,B,10,5,7,1,2
602,Béhierite,-Nb-Ta-B-O-,-Ta-B-O-,1959,7.0,7.5,3,7.86,6,A,C,15,24,1,2,1
603,Behoite,-Be-O-H-,-Be-O-H-,,4.0,4.0,0,1.92,4,F,A,05a,6,2,2,1
604,Beidellite,-Al-Ca-Na-Si-O-H-,-Al-Na-Si-O-H-,1925,1.0,2.0,0,,9,E,C,40,71,3,1a,1
608,Belendorffite,-Cu-Hg-,-Cu-Hg-,1992,2.5,4.0,0,,1,A,D,10,1,1,9,2
609,Belkovite,-Ba-Nb-Si-Ti-O-,-Ba-Nb-Si-O-,1991,6.0,7.0,0,,9,B,E,75,0,0,0,0
610,Bellbergite,-Al-Ba-Ca-Na-Si-Sr-O-K-H-,-Al-Ca-Si-Sr-O-K-H-,1993,5.0,5.0,0,,9,G,D,20,77,1,8,1
611,Bellidoite,-Cu-Se-,-Cu-Se-,1975,1.5,2.0,0,,2,B,A,20,2,4,9,1
612,Bellingerite,-Cu-O-H-I-,-Cu-O-H-I-,1940,4.0,4.0,0,4.89,4,K,C,05,21,1,3,1
618,Belovite-(Ce),-Ce-Na-Sr-O-P-F-,-Ce-Na-Sr-O-P-F-,,5.0,5.0,0,4.19,8,B,N,05,41,8,1,6
619,Belyankinite,-Ca-Nb-Ti-O-H-,-Ca-Ti-O-H-,,2.0,3.0,0,2.4,4,F,M,25,8,7,8,1
621,Bementite,-Mn-Si-O-H-,-Mn-Si-O-H-,1887,6.0,6.0,0,2.98,9,E,E,05,78,5,2,1
622,Benauite,-Fe-Sr-O-P-H-,-Fe-Sr-O-P-H-,,3.5,3.5,0,3.48(calc.) 3.65(meas.),8,B,L,10,0,0,0,0
623,Benavidesite,-Mn-Pb-Sb-S-,-Mn-Pb-Sb-S-,1982,2.5,2.5,0,5.6,2,H,B,15,3,6,7,2
624,Benitoite,-Ba-Si-Ti-O-,-Ba-Si-Ti-O-,1907,6.0,6.5,0,3.6,9,C,A,05,59,1,1,2
625,Benjaminite,-Ag-Bi-S-,-Ag-Bi-S-,1924,3.5,3.5,0,6.34,2,J,A,05e,3,8,10,3
626,Benstonite,-Ba-Ca-Mg-O-C-,-Ba-Ca-Mg-O-C-,1961,3.0,4.0,0,3.596 to 3.66,5,A,B,55,14,2,3,1
627,Bentorite,-Ca-Cr-O-S-H-,-Ca-Cr-O-S-H-,1975,2.0,2.0,0,2.025,7,D,G,15,31,10,2,2
628,Beraunite,-Fe-O-P-H-,-Fe-O-P-H-,1841,3.0,4.0,0,3.0,8,D,C,27,42,11,16,1
629,Berborite,-Be-B-O-F-H-,-Be-B-O-H-,1967,3.0,3.0,0,2.200,6,A,B,10,26,1,1,1
630,Berdesinskiite,-Ti-O-V-,-Ti-O-V-,1980,6.0,6.5,0,,4,C,B,30,7,7,2,1
631,Bergenite,-Ba-Ca-O-P-H-U-,-Ba-Ca-O-P-H-U-,1959,0.0,0.0,0,,8,E,C,40,42,4,5,3
632,Bergslagite,-As-Be-Ca-O-H-,-As-Be-Ca-O-H-,1975,5.0,5.0,0,3.40,8,B,A,10,41,5,4,4
633,Berlinite,-Al-O-P-,-Al-O-P-,1868,6.5,6.5,0,2.64,8,A,A,05,38,4,2,1
634,Bermanite,-Mn-O-P-H-,-Mn-O-P-H-,1936,3.5,3.5,0,2.84,8,D,C,20,42,11,17,1
635,Bernalite,-Fe-O-H-,-Fe-O-H-,1992,4.0,4.0,0,,4,F,C,05,6,3,5,3
636,Bernardite,-As-Tl-S-,-As-Tl-S-,1987,2.0,2.0,0,4.5,2,H,D,50,3,8,14,2
637,Berndtite,-Sn-S-,-Sn-S-,,1.0,2.0,0,,2,E,A,20,2,12,14,5
638,Berryite,-Ag-Bi-Cu-Pb-S-,-Ag-Bi-Cu-Pb-S-,1952,3.5,3.5,0,6.7,2,H,B,20d,3,6,15,1
639,Berthierine,-Al-Fe-Si-O-H-,-Fe-Si-O-H-,,2.5,2.5,0,,9,E,D,15,71,1,2c,2
640,Berthierite,-Fe-Sb-S-,-Fe-Sb-S-,1827,2.0,3.0,3,4.70 (calc.),2,H,A,20,3,7,9,3
641,Bertossaite,-Al-Ca-Fe-Li-Mn-Na-O-P-F-H-,-Al-Ca-Li-O-P-H-,1965,6.0,6.0,0,3.10,8,B,H,25,41,7,1,2
642,Bertrandite,-Be-Si-O-H-,-Be-Si-O-H-,1883,6.0,7.0,0,2.60,9,B,D,05,56,1,1,1
643,Beryllite,-Be-Si-O-H-,-Be-Si-O-H-,1954,1.0,1.0,0,2.196,9,A,E,05,52,1,1,1
644,Beryllonite,-Be-Na-O-P-,-Be-Na-O-P-,1888,5.5,6.0,0,2.8,8,A,A,10,38,1,5,1
645,Berzelianite,-Cu-Se-,-Cu-Se-,1832,2.0,2.0,0,7.23,2,B,A,20,2,4,10,1
646,Berzeliite,-As-Ca-Mg-Na-O-,-As-Ca-Mg-Na-O-,1840,4.5,5.0,0,4.08,8,A,C,25,38,2,1,1
647,Paralomonosovite,-Na-Si-Ti-O-P-F-H-,-Na-Si-Ti-O-P-F-H-,1938,4.0,4.0,0,,9,B,E,,0,0,0,0
650,Betekhtinite,-Cu-Fe-Pb-S-,-Cu-Pb-S-,1955,3.0,3.5,0,6.14,2,B,E,05,2,16,8,1
651,Betpakdalite-CaCa,-As-Ca-Fe-Mo-O-H-,-As-Ca-Fe-Mo-O-H-,1961,3.0,3.0,0,3.0,8,D,M,15,49,4,1,1
652,Beudantite,-As-Fe-Pb-O-S-H-,-As-Fe-Pb-O-S-H-,1826,3.5,4.5,0,4.48,8,B,L,05,43,4,1,1
653,Beusite,-Mn-O-P-,-Mn-O-P-,1968,5.0,5.0,0,3.702,8,A,B,20,38,3,3,2
654,Beyerite,-Bi-Ca-O-C-,-Bi-Ca-O-C-,1943,2.0,3.0,0,6.5,5,B,E,35,16a,2,3,1
656,Bezsmertnovite,-Ag-Au-Cu-Pb-Te-,-Au-Cu-Te-,1979,4.5,4.5,0,,2,B,A,80,2,1,5,1
658,Bismutohauchecornite,-Bi-Ni-S-,-Bi-Ni-S-,1978,4.5,5.5,0,,2,B,B,10,3,2,5,2
660,Bianchite,-Zn-O-S-H-,-Zn-O-S-H-,1930,2.5,2.5,0,2.031,7,C,B,25,29,6,8,2
661,Bicchulite,-Al-Ca-Si-O-H-,-Al-Ca-Si-O-H-,1973,0.0,0.0,0,2.75,9,F,B,10,76,2,3,5
662,Bideauxite,-Ag-Cl-Pb-O-F-H-,-Ag-Cl-Pb-F-,,3.0,3.0,0,6.274,3,D,B,25,10,6,9,1
663,Bismutotantalite,-Bi-Nb-Ta-O-,-Bi-Ta-O-,1929,5.0,5.5,0,,4,D,E,30,8,1,6,3
664,Bieberite,-Co-O-S-H-,-Co-O-S-H-,1845,2.0,2.0,0,1.96,7,C,B,35,29,6,10,4
667,Bismutoferrite,-Bi-Fe-Si-O-H-,-Bi-Fe-Si-O-H-,1871,6.0,6.0,0,,9,E,D,25,71,1,3,1
669,Bijvoetite-(Y),-O-C-H-U-Y-,-O-C-H-U-Y-,,2.0,2.0,0,3.95,5,E,B,20,16b,2,4,1
670,Bikitaite,-Al-Li-Si-O-H-,-Al-Li-Si-O-H-,1957,6.0,6.0,0,2.28,9,G,D,55,77,2,1,1
672,Bilibinskite,-Au-Cu-Pb-Te-,-Au-Cu-Pb-Te-,1978,4.5,4.5,0,,2,B,A,80,2,1,6,1
673,Bílinite,-Fe-O-S-H-,-Fe-O-S-H-,1913,2.0,2.0,0,,7,C,B,85,29,7,3,5
674,Billietite,-Ba-O-H-U-,-Ba-O-H-U-,,0.0,0.0,0,,4,G,B,10,5,7,1,3
675,Billingsleyite,-Ag-As-S-,-Ag-As-S-,1968,2.5,2.5,0,,2,K,B,05,3,1,6,1
678,Biphosphammite,-N-O-P-H-,-N-O-P-H-,1870,1.0,2.0,0,,8,A,D,15,37,1,4,1
679,Biringuccite,-Na-B-O-H-,-Na-B-O-H-,1961,0.0,0.0,0,,6,E,C,05,26,5,7,1
680,Birnessite,-Ca-Mn-Na-O-H-,-Mn-Na-O-H-,1956,1.5,1.5,0,,4,F,L,45,7,5,3,1
681,Bischofite,-Cl-Mg-O-H-,-Cl-Mg-O-H-,1877,1.0,2.0,3,,3,B,B,15,9,2,9,1
682,Bismite,-Bi-O-,-Bi-O-,1868,4.5,4.5,0,,4,C,B,60,4,3,10,2
683,Bismoclite,-Bi-Cl-O-,-Bi-Cl-O-,1935,2.0,2.5,0,,3,D,C,25,10,2,1,2
684,Bismuth,-Bi-,-Bi-,1546,2.0,2.5,0,9.8,1,C,A,05,1,3,1,4
686,Bismuthinite,-Bi-S-,-Bi-S-,1832,2.0,2.5,0,,2,D,B,05,2,11,2,3
687,Bismutite,-Bi-O-C-,-Bi-O-C-,1841,2.5,3.5,0,6.1-7.7,5,B,E,25,16a,3,5,1
688,Bismutocolumbite,-Bi-Nb-Ta-O-,-Bi-Nb-O-,,5.5,5.5,0,,4,D,E,30,8,1,6,4
689,Bityite,-Al-Be-Ca-Li-Si-O-H-,-Al-Be-Ca-Li-Si-O-H-,1908,5.5,5.5,0,,9,E,C,35,71,2,2c,3
691,Bixbyite-(Mn),-Mn-O-,-Mn-O-,1897,6.0,6.5,0,,4,C,B,10,4,3,7,2
692,Bjarebyite,-Al-Ba-Fe-Mg-Mn-Sr-O-P-H-,-Al-Ba-Mn-O-P-H-,1973,4.0,4.0,0,,8,B,H,20,41,9,1,3
693,Blakeite,-Fe-Te-O-,-Fe-Te-O-,,2.0,3.0,0,3.1,4,J,M,10,0,0,0,0
694,Blatterite,-Fe-Mg-Mn-Sb-B-O-,-Mn-Sb-B-O-,1984,6.0,6.0,0,,6,A,B,40,24,2,7,1
695,Blödite,-Mg-Na-O-S-H-,-Mg-Na-O-S-H-,,2.5,3.0,0,2.25,7,C,C,50,29,3,3,1
696,Blixite,-Cl-Pb-O-H-,-Cl-Pb-O-H-,,3.0,3.0,0,,3,D,C,50,10,2,4,1
697,Blossite,-Cu-O-V-,-Cu-O-V-,,0.0,0.0,0,,8,F,A,05,38,5,6,1
700,Bobfergusonite,-Al-Fe-Mn-Na-O-P-,-Al-Fe-Mn-Na-O-P-,1984,4.0,4.0,0,,8,A,C,15,38,2,4,5
701,Bobierrite,-Mg-O-P-H-,-Mg-O-P-H-,1868,2.0,2.5,0,,8,C,E,35,40,3,7,1
702,Bogdanovite,-Au-Cu-Fe-Pb-Te-,-Au-Cu-,1978,4.5,4.5,0,,2,B,A,80,2,2,3,1
703,Bøggildite,-Al-Na-Sr-O-P-F-,-Al-Na-Sr-O-P-F-,,4.0,5.0,0,3.66,3,C,G,20,12,1,6,1
704,Boggsite,-Al-Ca-Na-Si-O-H-,-Ca-Na-Si-O-H-,1990,3.5,3.5,0,,9,G,C,30,77,1,6,7
705,Bøgvadite,-Al-Ba-Na-Sr-F-,-Al-Ba-Na-Sr-F-,,4.0,4.0,0,,3,C,F,15,11,6,20,1
706,Bohdanowiczite,-Ag-Bi-Se-,-Ag-Bi-Se-,1967,3.0,3.5,0,,2,J,A,20,3,7,1,2
707,Böhmite,-Al-O-H-,-Al-O-H-,,3.5,3.5,0,3.03,4,F,E,15,6,1,2,1
709,Bokite,-Al-Fe-O-H-V-,-Al-O-H-V-,,3.0,3.0,0,3.0,4,H,E,20,47,3,2,5
712,Boleite,-Ag-Cl-Cu-Pb-O-K-H-,-Ag-Cl-Cu-Pb-O-K-H-,1891,3.0,3.5,0,5.10,3,D,B,15,10,6,6,1
713,Bolivarite,-Al-O-P-H-,-Al-O-P-H-,1921,2.5,2.5,0,2.05,8,D,F,10,42,6,8,1
716,Boltwoodite,-Na-Si-O-K-H-U-,-Si-O-K-H-U-,1956,3.5,4.0,0,3.6,9,A,K,15,53,3,1,5
717,Bonaccordite,-Fe-Ni-B-O-,-Fe-Ni-B-O-,1974,7.0,7.0,0,,6,A,B,30,24,2,1,4
718,Bonattite,-Cu-O-S-H-,-Cu-O-S-H-,1957,0.0,0.0,0,2.663,7,C,B,10,0,0,0,0
719,Bonshtedtite,-Fe-Na-O-P-C-,-Fe-Na-O-P-C-,1982,4.0,4.0,0,,5,B,F,10,43,2,1,3
720,Boothite,-Cu-O-S-H-,-Cu-O-S-H-,1903,2.0,2.5,0,2.1,7,C,B,35,29,6,10,2
721,Boracite,-Cl-Mg-B-O-,-Cl-Mg-B-O-,,7.0,7.5,0,2.9,6,G,A,05,25,6,1,1
722,Borax,-Na-B-O-H-,-Na-B-O-H-,1546,2.0,2.5,0,1.7-1.8,6,D,A,10,26,4,1,1
723,Borcarite,-Ca-Mg-B-O-C-H-,-Ca-Mg-B-O-C-H-,1965,4.0,4.0,0,,6,D,A,40,27,1,3,1
725,Bornemanite,-Ba-Na-Nb-Si-Ti-O-P-F-H-,-Ba-Na-Nb-Si-Ti-O-P-F-H-,,3.5,4.0,0,,9,B,E,50,56,4,2,1
726,Bornhardtite,-Co-Se-,-Co-Se-,1955,4.0,4.0,0,,2,D,A,05,2,10,1,5
727,Bornite,-Cu-Fe-S-,-Cu-Fe-S-,1725,3.0,3.0,3,5.1,2,B,A,15,2,5,2,1
728,Borodaevite,-Ag-Bi-Fe-Pb-Sb-S-,-Ag-Bi-Sb-S-,1991,3.5,3.5,0,,2,J,A,05g,3,8,10,5
729,Boromuscovite,-Al-Si-B-O-K-H-,-Al-Si-B-O-K-H-,1991,2.5,3.0,0,,9,E,C,15,71,2,2a,9
730,Borovskite,-Pd-Sb-Te-,-Pd-Sb-Te-,1973,3.0,3.0,0,,2,L,A,60,2,8,1,7
731,Bostwickite,-Ca-Mn-Si-O-H-,-Ca-Mn-Si-O-H-,1983,1.0,1.0,0,,9,H,C,10,78,7,1,1
732,Botallackite,-Cl-Cu-O-H-,-Cl-Cu-O-H-,1865,0.0,0.0,0,,3,D,A,10b,10,1,3,1
733,Botryogen,-Fe-Mg-O-S-H-,-Fe-Mg-O-S-H-,,2.0,2.5,0,,7,D,C,25,31,9,6,1
735,Bottinoite,-Ni-Sb-O-H-,-Ni-Sb-O-H-,,3.5,3.5,0,,4,F,H,05,6,3,9,1
738,Boulangerite,-Pb-Sb-S-,-Pb-Sb-S-,1837,2.5,3.0,0,,2,H,C,15,3,5,2,1
741,Bournonite,-Cu-Pb-Sb-S-,-Cu-Pb-Sb-S-,1805,2.5,3.0,3,,2,G,A,50,3,4,3,2
743,Boussingaultite,-Mg-N-O-S-H-,-Mg-N-O-S-H-,1864,2.0,2.0,0,,7,C,C,60,29,3,7,2
745,Bowieite,-Rh-S-,-Rh-S-,1980,7.0,7.0,3,,2,D,B,15,2,11,12,1
746,Boyleite,-Mg-Zn-O-S-H-,-Zn-O-S-H-,1978,2.0,2.0,0,,7,C,B,15,29,6,6,5
748,Bracewellite,-Cr-O-H-,-Cr-O-H-,1967,5.5,6.5,0,,4,F,D,10,6,1,1,5
749,Brackebuschite,-Mn-Pb-O-H-V-,-Mn-Pb-O-H-V-,1880,4.0,5.0,0,,8,B,G,05,40,2,8,1
750,Bradleyite,-Mg-Na-O-P-C-,-Mg-Na-O-P-C-,1941,3.0,4.0,0,,5,B,F,10,43,2,1,1
751,Braggite,-Pd-Pt-S-,-Pd-Pt-S-,1932,5.0,5.0,0,,2,C,C,35a,2,8,5,3
752,Braitschite-(Ce),-Ca-Ce-La-Na-B-O-H-,-Ca-Ce-B-O-H-,,0.0,0.0,0,,6,H,0,10,26,7,6,1
753,Brandtite,-As-Ca-Mn-O-H-,-As-Ca-Mn-O-H-,1888,3.5,3.5,0,,8,C,G,10,40,2,3,2
754,Brannerite,-Ti-O-U-,-Ti-O-U-,1920,4.5,5.5,0,4.5 - 6.35,4,D,H,05,8,3,4,1
755,Brannockite,-Li-Si-Sn-O-K-,-Li-Si-Sn-O-K-,1973,5.0,6.0,0,,9,C,M,05,63,2,1a,1
756,Brassite,-As-Mg-O-H-,-As-Mg-O-H-,1973,0.0,0.0,0,,8,C,E,15,39,1,7,1
757,Braunite,-Mn-Si-O-,-Mn-Si-O-,1827,6.0,6.5,0,,9,A,G,05,7,5,1,3
760,Brazilianite,-Al-Na-O-P-H-,-Al-Na-O-P-H-,1945,5.5,5.5,0,,8,B,K,05,41,5,7,1
762,Bredigite,-Ca-Mg-Si-O-,-Ca-Mg-Si-O-,1948,0.0,0.0,0,,9,A,D,20,51,4,1,1
763,Breithauptite,-Ni-Sb-,-Ni-Sb-,1840,5.5,5.5,0,,2,C,C,05,2,8,11,2
764,Brenkite,-Ca-O-C-F-,-Ca-O-C-F-,1977,5.0,5.0,0,,5,B,C,05,16a,3,6,1
768,Brezinaite,-Cr-S-,-Cr-S-,1969,3.5,4.5,0,,2,D,A,15,2,10,2,2
769,Brüggenite,-Ca-O-H-I-,-Ca-O-H-I-,,3.5,3.5,0,4.27(calc),4,K,C,10,21,1,2,1
771,Brianite,-Ca-Mg-Na-O-P-,-Ca-Mg-Na-O-P-,1966,4.0,5.0,0,,8,A,C,30,38,1,7,1
772,Brianyoungite,-Zn-O-C-S-H-,-Zn-O-C-H-,1991,2.0,2.5,0,,5,B,F,30,0,0,0,0
773,Briartite,-Cu-Fe-Ge-Zn-S-,-Cu-Fe-Ge-S-,1965,3.5,4.5,0,,2,K,A,10,2,9,2,3
